videoId,textDisplay,publishedAt,authorDisplayName,authorProfileImageUrl
DMtFhACPnTY,Toby Maguire never ceases to amaze me,2022-03-12T20:27:44Z,Casper Von Schenck,https://yt3.ggpht.com/ytc/AKedOLQv42KF4eLKqntD1Oqqg5fKi_vuEDv5IAcuEQ=s48-c-k-c0x00ffffff-no-rj
DMtFhACPnTY,Yeah I dont get the washing machine analogy. I've watched this video 10 times already lmao,2022-02-22T09:37:42Z,Alejandro Amorós,https://yt3.ggpht.com/ytc/AKedOLQ6qqkWPkRn0oCZE4ZIiNqxTN6K7WHfTRPL8A=s48-c-k-c0x00ffffff-no-rj
DMtFhACPnTY,Thank you so much. I had a hard time finding someone to explain it well,2022-02-19T18:43:55Z,El Jaguar,https://yt3.ggpht.com/QAcXnsfrsvBiAGlPN4TNqco3_2wE02PWlc2T9s75n-Hsj7RRh8BpdcQxT8uyZfAWXl4CongWxQ8=s48-c-k-c0x00ffffff-no-rj
DMtFhACPnTY,Re watched it at least 10 times. Thank you for this explanation,2022-02-07T18:29:01Z,Sami El Yousfi Alaoui,https://yt3.ggpht.com/ytc/AKedOLRvg6MzBQR2Wo23vj7tNch_hTWPJ5Qh1oWuQTM=s48-c-k-c0x00ffffff-no-rj
DMtFhACPnTY,Can you please repeat it ?,2022-01-23T12:17:32Z,Tatti Khatti,https://yt3.ggpht.com/ytc/AKedOLSW2GlZq85QO9P_hdRD2DXX6XlqQ-SiwWxa=s48-c-k-c0x00ffffff-no-rj
DMtFhACPnTY,Thank you very much Sir . ✝️❤️✝️,2022-01-05T09:32:22Z,Mdshihabul Haque,https://yt3.ggpht.com/OOBtZe-TrfMrOxD31X99lH9UVbPGOOi9Bezd-rLE-HEc70OoDdNr4DRYdUmHxF4FqaPWQtZqkg=s48-c-k-c0x00ffffff-no-rj
DMtFhACPnTY,"That 011001011 he wrote down is actually the start of the SHA hash value for ""abd"". I wonder if that was intentional, because the odds of that happening randomly are less than one percent.",2022-01-04T17:55:59Z,johanhendriks,https://yt3.ggpht.com/ytc/AKedOLSzTzw8M84DBjgiEeURcuDbKRNUi0DQcWbLNw=s48-c-k-c0x00ffffff-no-rj
DMtFhACPnTY,Orchestral score sheet was pretty a unexpected thing to see in a video about cryptography =)),2021-12-31T19:46:46Z,Jonny Freeman,https://yt3.ggpht.com/ytc/AKedOLSP6OZHrKxfkkLKVOgnSjTz8l3QmRr37AONwtI0Lw=s48-c-k-c0x00ffffff-no-rj
DMtFhACPnTY,Hey did you use to work in lebanon and teach apples coding for kids ?,2021-12-28T10:22:19Z,Azazel,https://yt3.ggpht.com/ytc/AKedOLSK9uk7Ko9y-q8vumYqTX11b49DaQ3NPZEmxKiN=s48-c-k-c0x00ffffff-no-rj
DMtFhACPnTY,Interesting.,2021-11-29T23:51:25Z,brenda williams,https://yt3.ggpht.com/ytc/AKedOLRBRnR1EsQxzIDmlEOWGJ0a36aJX2CeIxAp9w=s48-c-k-c0x00ffffff-no-rj
DMtFhACPnTY,SHAAAAW,2021-11-23T07:55:36Z,GamyIan,https://yt3.ggpht.com/ytc/AKedOLSM4nJMJHBdlpcvSyDvjKQ_nUTe0l7AemegZGSGZA=s48-c-k-c0x00ffffff-no-rj
DMtFhACPnTY,I need help solving number by SHA-256 HASH. ANYON EHERE TO help please,2021-11-11T05:43:00Z,Entertainment World.,https://yt3.ggpht.com/2hBPnRfxd10OP9MMPA5ywan39dgTalmQC9KwcRNp3amm8NGQNTJ5DDNrQTSULY2S5PQrkuBgXKU=s48-c-k-c0x00ffffff-no-rj
DMtFhACPnTY,Hello sir,2021-11-11T05:42:26Z,Entertainment World.,https://yt3.ggpht.com/2hBPnRfxd10OP9MMPA5ywan39dgTalmQC9KwcRNp3amm8NGQNTJ5DDNrQTSULY2S5PQrkuBgXKU=s48-c-k-c0x00ffffff-no-rj
DMtFhACPnTY,3/5,2021-10-23T17:22:46Z,Piyush Sharma,https://yt3.ggpht.com/jmkPePDu105Tp4IlVA8ePWc4kp88RlFnlMddz0suikkuE35KEw-Ab7RijXPQ41bsiA59ktceog=s48-c-k-c0x00ffffff-no-rj
DMtFhACPnTY,芭比Q了，看不懂这老哥说的,2021-10-18T06:28:16Z,艺凡 汪,https://yt3.ggpht.com/ytc/AKedOLTiFyiEztsZNDUkfyFdVLT0FqZDF5kDlB_D9kNbWhOrbQ=s48-c-k-c0x00ffffff-no-rj
DMtFhACPnTY,d ksd jlfsdlk;sd  jsd 'upwe iwe 'o 'pwej'opwe'pj wejo df ;josljkdfjosdlj;sdljkdljs;jd 'iwe;ds 'lsdfs'lds 'sd 'opa JSDLJ;FSD'DSLJKSD;LSD ;'KLSDG;'SD ;KLSD;'SD;'LSDG;'KLSD ;'KSDG;sddfnfs;'ssdfsdsd n'pwe;opsd ;'sd;'sf ;mksd;'sx;mks;mksdmk';xzsd op9uewoj;pjpoweif p'we ew pwe'e'jope'ops  ep's p'osf opspo'ew'iowe;'pds;klsak'l;s'k;sd;ksd;mksd;mf',2021-10-17T10:41:20Z,mle mle,https://yt3.ggpht.com/ytc/AKedOLTMz2nRCb4FvSX8xggheNNEeP8nuWNQXXLU_O2GS_X5NWqH2es0WXsE63L_CtdO=s48-c-k-c0x00ffffff-no-rj
DMtFhACPnTY,SHAAAAA! KRAE,2021-09-30T16:32:38Z,Mathias Xavier Bravo Torres,https://yt3.ggpht.com/ytc/AKedOLSOEazMx0yzUFTBKF1Twzh2rj4pBbLCZO9D7pXO2_EJTSzTHMt1Ops-ngzguAQr=s48-c-k-c0x00ffffff-no-rj
DMtFhACPnTY,9:45 merkel down guard construction,2021-09-20T08:51:08Z,Siken Dongol,https://yt3.ggpht.com/ytc/AKedOLR7OHERT9JtMV0-881cyYMJ5p2WMGwXph3G0m418lA=s48-c-k-c0x00ffffff-no-rj
DMtFhACPnTY,"I love your funny words, magic man.",2021-09-16T04:42:51Z,Dark Lord Oh Might,https://yt3.ggpht.com/ytc/AKedOLTbCCT00-rGRj3UjLdLhAWlGdgmWSoePbGghfDO6TKjnkbSmQk38MBdBwGqEmh7=s48-c-k-c0x00ffffff-no-rj
DMtFhACPnTY,Superb video!  Understood it even better with a lefty teaching me ;),2021-09-14T13:47:41Z,Doctor Nagajima,https://yt3.ggpht.com/ytc/AKedOLR7BF8Ge8slxxlsaZ2LzaUrmdHzORiDj12yew=s48-c-k-c0x00ffffff-no-rj
DMtFhACPnTY,How do people watch this and are satisfied by it????  Sha works by running a compression algorithm a couple of times!?!?!?? What is the compression algorithm wtf is this. I wasted 10 minutes of my time.,2021-09-03T14:08:37Z,Steven Sagona,https://yt3.ggpht.com/ytc/AKedOLSYemdpyNDM8yHel3_9uGgOdt_Ix3qoM28-qyls=s48-c-k-c0x00ffffff-no-rj
DMtFhACPnTY,Nobody dislike this,2021-08-20T15:07:56Z,Miles Gantcher,https://yt3.ggpht.com/ytc/AKedOLTXr02BmT55SdNfYsJLjKYwUxz9KbLfBeI_k_8eTA=s48-c-k-c0x00ffffff-no-rj
DMtFhACPnTY,Good job! Your videos are excellent.,2021-07-31T08:41:32Z,Robert Brummayer,https://yt3.ggpht.com/ytc/AKedOLQXRFZhX_pWxB5MBwQCe2I7-Du7IcQWkX4fAGEH=s48-c-k-c0x00ffffff-no-rj
DMtFhACPnTY,What if the message has 159 bits? How can you add the padding with its length if you just have one available bit to do the padding?,2021-07-25T10:04:38Z,AstroPenguin,https://yt3.ggpht.com/BVdKRfPw3JFkIdqd4yC7AvcHyqeHwoeqTMHQptTgqaKBe5RNnek7By2v6pImuE-nZ4vVyuHyWA=s48-c-k-c0x00ffffff-no-rj
DMtFhACPnTY,Year ago I couldn't understand a world. I still can't but it's nice to hear british accent anyway,2021-07-24T18:06:29Z,Kajmel,https://yt3.ggpht.com/ytc/AKedOLT-yGGiSykNwjbK5swiQU7nXjbuAVU8gkOj-4bQow=s48-c-k-c0x00ffffff-no-rj
DMtFhACPnTY,I like how they use markers on paper,2021-07-22T12:07:52Z,Aditya Singh,https://yt3.ggpht.com/ytc/AKedOLSemBAdrlrSLl10Ih12KhuM-thcS29gHqbFnFx_DQ=s48-c-k-c0x00ffffff-no-rj
DMtFhACPnTY,Finally a simple explanation of why the hash functions can't be reversed,2021-07-17T18:08:13Z,Alexandru Pupsa,https://yt3.ggpht.com/ytc/AKedOLSZSLMb9rR4Nqk0YE8odr0J-p24ybIKhoLBIIJI2g=s48-c-k-c0x00ffffff-no-rj
DMtFhACPnTY,Anyone else here cuz of ETC?,2021-07-08T00:26:43Z,Feliche,https://yt3.ggpht.com/ytc/AKedOLQ_QxehC2lAnIn_-yHQGxKLIttMWe3NRIw1lXTzeg=s48-c-k-c0x00ffffff-no-rj
DMtFhACPnTY,"What to stop someone from precomputing all of the possible hashes, and saving it to a file that can be read as an array, then doing the same with the things it was hashing being saved to a different file. When someone wants the reverse hash of something, open the file and look up the position of the hash within that file, then look up that same position in the un-hashed file.

or is it faster to just generate all possible combinations on-the-fly until finding a hash that matches.",2021-06-26T17:24:35Z,FTWGaming,https://yt3.ggpht.com/ytc/AKedOLTqHDJ_17PPQ8DaO1Nwe3tUWVKPwROPSMU6z1WhJg=s48-c-k-c0x00ffffff-no-rj
DMtFhACPnTY,Thank you very much for this video :) It was very helpful and educational!,2021-06-16T09:13:51Z,Tymothy Lim,https://yt3.ggpht.com/ytc/AKedOLRaDnhQUPiBePinTJZMUbLfEm24oiTt_aYU_JrwpQ=s48-c-k-c0x00ffffff-no-rj
DMtFhACPnTY,"The rampant gymnast beautifully avoid because donkey paradoxically spill round a trashy steven. receptive, classy share",2021-06-15T02:38:04Z,3 mOn3y,https://yt3.ggpht.com/ytc/AKedOLT7KN2hgxceN-v9HmnhomMH0zM2Fl9u6KKyjQ=s48-c-k-c0x00ffffff-no-rj
DMtFhACPnTY,"9:18 The trailing 1 is added at the next byte. So if you have:

01101010

it will be padded like this:

01101010[100000000000000000000000000000........ 448] + (64 bits of message size)

If there isn't enough space for the 64 bit size block the block will be padded to the end and the size will get its own block. So like this:

Block 1:
01101010......[1000000000000000000000000000000........ 512]

Block 2:
[000000000....... 448] + (64 bits of message size)

I know this because I made my own implementation of the SHA-1 and SHA-2 algorithms",2021-06-13T12:33:48Z,Josua Robson,https://yt3.ggpht.com/fUG3vKMM41EqvB9WT7QdUWBKMlZcJuB7KsesSC4MLE2VYpKp7s-EL-cFb84rN0BYuzDijDe8og=s48-c-k-c0x00ffffff-no-rj
DMtFhACPnTY,And how to hash convert to number,2021-06-11T22:23:51Z,potter prins,https://yt3.ggpht.com/ytc/AKedOLR_ovfj63S978E0y7c6SEwnhFcUwfL2U5Ny=s48-c-k-c0x00ffffff-no-rj
